Time(sec),VGRF_left_s1,VGRF_left_s2,VGRF_left_s3,VGRF_left_s4,VGRF_left_s5,VGRF_left_s6,VGRF_left_s7,VGRF_left_s8,VGRF_right_s1,VGRF_right_s2,VGRF_right_s3,VGRF_right_s4,VGRF_right_s5,VGRF_right_s6,VGRF_right_s7,VGRF_right_s8,Total_force_left,Total_force_right,class
41.6271,269.17,261.03,295.46,107.36,10.78,95.04,87.01,18.04,0,0,0,4.95,0,4.95,6.05,0,1143.89,15.95,0
41.6371,265.21,256.85,283.91,113.63,10.78,99.66,87.01,20.24,0,0,0,0,0,0,6.05,0,1137.29,6.05,0
41.6471,259.16,252.67,274.78,121.99,10.78,102.08,89.32,20.24,0,0,0,0,0,0,6.05,0,1131.02,6.05,0
41.6571,253,246.4,265.65,128.15,12.98,106.7,91.74,22.55,0,0,0,0,0,0,3.96,0,1127.17,3.96,0
41.6671,246.95,240.13,254.32,134.31,12.98,109.12,91.74,24.75,0,0,0,0,0,0,3.96,0,1114.3,3.96,0
41.6771,238.92,231.77,245.19,140.58,12.98,111.43,94.05,27.06,0,0,0,0,0,0,0,0,1101.98,0,0
41.6871,230.89,225.5,233.86,146.74,12.98,116.16,96.47,29.26,0,0,0,0,0,0,3.96,0,1091.86,3.96,0
41.6971,222.75,217.14,224.84,155.1,15.18,118.58,98.78,31.57,0,0,0,0,0,0,0,0,1083.94,0,0
41.7071,214.61,210.98,215.38,161.26,15.18,123.42,101.2,36.08,0,0,0,0,0,0,0,0,1078.11,0,0
41.7171,206.58,202.62,205.92,169.62,15.18,128.15,103.51,36.08,0,0,0,0,0,0,0,0,1067.66,0,0
41.7271,200.53,196.46,196.46,176,17.27,130.57,105.93,40.59,0,0,0,0,0,0,0,0,1063.81,0,0
41.7371,194.37,190.19,189.42,182.38,17.27,135.41,108.24,40.59,0,0,0,0,0,0,0,0,1057.87,0,0
41.7471,188.32,186.12,184.69,190.85,17.27,137.72,113.08,42.79,0,0,0,0,0,0,0,0,1060.84,0,0
41.7571,182.27,179.85,177.54,197.23,19.47,142.56,117.59,45.1,0,0,0,0,0,0,0,0,1061.61,0,0
41.7671,176.22,175.78,172.81,205.7,19.47,144.98,119.79,47.3,0,0,0,0,0,0,0,0,1062.05,0,0
41.7771,170.06,169.51,168.19,212.08,21.67,149.71,124.41,49.61,0,0,0,0,0,0,0,0,1065.24,0,0
41.7871,166.1,165.22,165.88,218.46,21.67,154.55,131.23,51.81,0,0,0,0,0,0,0,0,1074.92,0,0
41.7971,160.05,158.62,161.48,224.84,23.87,156.97,135.74,56.32,0,0,0,0,0,0,0,0,1077.89,0,0
41.8071,154.11,154.22,159.28,228.58,25.96,161.7,142.56,58.63,0,0,0,0,0,0,0,0,1085.04,0,0
41.8171,150.15,147.62,154.88,234.3,25.96,166.54,149.38,60.72,0,0,0,0,0,0,0,0,1089.55,0,0
41.8271,142.23,141.02,150.48,240.02,28.16,171.16,156.09,62.92,0,0,0,0,0,0,0,0,1092.08,0,0
41.8371,134.2,132.22,143.88,245.85,30.36,175.78,162.91,67.32,0,0,0,0,0,0,0,0,1092.52,0,0
41.8471,126.28,123.42,137.28,251.57,32.56,180.4,169.84,69.41,0,0,0,0,0,0,0,0,1090.76,0,0
41.8571,114.4,114.62,128.48,257.29,32.56,187.22,179.08,73.81,0,0,0,0,0,0,0,0,1087.46,0,0
41.8671,103.62,104.17,119.68,264.88,34.65,191.84,188.43,76.01,0,0,0,0,0,0,0,0,1083.28,0,0
41.8771,90.53,94.27,110.77,270.6,36.85,198.66,197.78,82.5,0,0,0,0,0,0,0,0,1081.96,0,0
41.8871,75.35,82.28,99.66,278.52,39.05,205.59,207.02,84.7,0,0,0,0,0,0,0,0,1072.17,0,0
41.8971,60.06,70.4,88.55,286.99,41.25,212.41,216.37,89.1,0,0,0,0,0,0,0,0,1065.13,0,0
41.9071,47.52,60.5,75.13,295.46,41.25,221.65,225.61,93.39,0,0,0,0,0,0,0,0,1060.51,0,0
41.9171,39.27,50.82,64.02,301.84,43.34,228.47,234.85,97.79,0,0,0,0,0,0,0,0,1060.4,0,0
41.9271,35.09,41.36,53.13,308.22,43.34,235.4,243.98,102.08,0,0,0,0,0,0,0,0,1062.6,0,0
41.9371,28.93,35.75,43.23,316.69,41.25,244.64,253.22,106.48,0,0,0,0,0,0,0,0,1070.19,0,0
41.9471,26.84,30.14,33.44,320.87,41.25,251.57,262.35,108.68,0,0,0,0,0,0,0,0,1075.14,0,0
41.9571,24.75,24.42,25.52,325.16,39.05,258.5,271.59,113.08,0,0,0,0,0,0,0,0,1082.07,0,0
41.9671,20.68,20.68,19.58,325.16,36.85,267.74,278.52,117.59,0,0,0,0,0,0,0,0,1086.8,0,0
41.9771,18.59,16.94,15.73,323.07,32.56,274.67,285.23,122.21,0,0,0,0,0,0,0,0,1089,0,0
41.9871,18.59,13.09,13.75,316.69,30.36,281.49,289.85,126.83,0,0,0,0,0,0,0,0,1090.65,0,0
41.9971,16.5,11.22,9.79,306.02,25.96,288.09,289.85,131.34,0,0,0,0,0,0,0,0,1078.77,0,0
42.0071,16.5,9.35,7.81,291.17,19.47,296.89,289.85,133.65,0,0,0,0,0,0,0,0,1064.69,0,0
42.0171,16.5,9.35,7.81,274.45,15.18,303.49,287.54,138.27,0,0,0,0,0,0,0,0,1052.59,0,0
42.0271,14.41,7.48,5.83,257.29,12.98,310.2,283.03,140.58,0,0,0,0,0,0,0,0,1031.8,0,0
42.0371,14.41,7.48,5.83,240.02,8.58,319,278.52,145.09,11.44,0,0,0,0,0,0,0,1018.93,11.44,0
42.0471,14.41,7.48,5.83,216.26,6.49,323.4,273.9,149.71,50.27,0,0,0,0,0,0,0,997.48,50.27,0
42.0571,14.41,7.48,5.83,192.94,4.29,327.8,266.97,152.02,187.77,0,0,0,0,0,0,0,971.74,187.77,0
42.0671,14.41,7.48,5.83,165.44,0,330.11,257.84,154.33,297.55,12.54,3.74,4.95,0,0,0,0,935.44,318.78,0
42.0771,14.41,7.48,3.85,140.58,0,330.11,246.29,156.53,356.51,39.71,26.51,7.48,0,0,0,0,899.25,430.21,0
42.0871,14.41,7.48,3.85,111.65,0,327.8,234.85,158.84,433.18,75.57,59.4,4.95,0,0,0,0,858.88,573.1,0
42.0971,14.41,7.48,3.85,84.04,0,319,218.68,161.15,487.3,115.94,102.96,10.01,0,0,0,0,808.61,716.21,0
42.1071,14.41,7.48,3.85,54.34,0,303.49,204.71,163.46,511.61,161.59,145.97,12.54,0,0,0,0,751.74,831.71,0
42.1171,12.32,7.48,3.85,33.44,0,272.36,193.05,163.46,491.92,193.27,178.42,15.07,0,0,0,0,685.96,878.68,0
42.1271,10.34,5.61,3.85,27.17,0,217.03,179.08,161.15,468.49,222.64,197.12,25.19,0,0,0,5.5,604.23,918.94,0
42.1371,8.25,5.61,3.85,22.99,4.29,152.13,165.22,156.53,442.64,242.99,206.47,35.2,0,0,0,0,518.87,927.3,0
42.147,6.16,3.74,0,20.9,6.49,106.7,142.56,147.4,419.1,255.2,208.78,40.26,0,0,0,0,433.95,923.34,0
42.157,0,0,0,20.9,10.78,76.23,108.24,129.03,405.02,267.41,215.82,50.38,0,0,0,0,345.18,938.63,0
42.167,0,0,0,18.81,10.78,44.44,72.82,104.28,397.98,273.57,225.06,62.92,4.18,0,0,0,251.13,963.71,0
42.177,0,0,0,14.63,10.78,27.5,45.1,76.01,397.98,281.82,238.59,72.93,8.47,4.95,0,0,174.02,1004.74,0
42.187,0,0,0,10.45,8.58,16.94,31.57,45.1,397.98,290.07,254.43,77.99,14.74,12.54,0,5.5,112.64,1053.25,0
42.197,0,0,0,8.36,6.49,12.65,22.55,13.53,400.29,294.25,265.76,77.99,19.03,17.6,8.03,5.5,63.58,1088.45,0
42.207,0,0,0,8.36,4.29,12.65,18.04,0,402.6,298.43,274.78,80.41,21.12,20.13,16.06,8.36,43.34,1121.89,0
42.217,0,0,0,6.27,4.29,8.47,13.53,0,402.6,300.41,279.4,80.41,23.21,22.66,24.2,8.36,32.56,1141.25,0
42.227,0,0,0,4.18,0,6.27,11.22,0,400.29,300.41,279.4,82.94,25.41,25.19,30.25,11.11,21.67,1155,0
42.237,0,0,0,4.18,0,6.27,11.22,0,395.56,298.43,279.4,85.47,27.5,27.72,34.32,13.86,21.67,1162.26,0
42.247,0,0,0,4.18,0,4.18,9.02,0,388.63,298.43,274.78,88,27.5,32.67,38.28,13.86,17.38,1162.15,0
42.257,0,0,0,0,0,4.18,6.71,0,379.39,294.25,270.27,92.95,29.59,35.2,42.35,16.72,10.89,1160.72,0
42.267,0,0,0,0,0,4.18,6.71,0,370.26,292.16,265.76,98.01,31.79,40.26,46.42,19.47,10.89,1164.13,0
42.277,0,0,0,0,0,0,6.71,0,358.82,287.98,256.63,105.49,31.79,45.32,48.4,16.72,6.71,1151.15,0
42.287,0,0,0,0,0,0,4.51,0,347.38,281.82,249.92,110.55,33.88,50.38,52.47,22.33,4.51,1148.73,0
42.297,0,0,0,0,0,0,4.51,0,335.83,277.64,247.61,115.5,35.97,52.91,56.54,22.33,4.51,1144.33,0
42.307,0,0,0,0,0,0,4.51,0,328.79,271.48,243.1,120.45,38.06,57.97,61.27,25.08,4.51,1146.2,0
42.317,0,0,0,0,0,0,4.51,0,321.53,267.41,240.9,122.98,38.06,62.7,63.69,25.08,4.51,1142.35,0
42.327,0,0,0,0,0,0,0,0,311.96,261.36,238.59,127.93,40.26,65.12,68.42,27.83,0,1141.47,0
42.337,0,0,0,0,0,0,0,0,302.28,255.2,234.08,132.88,40.26,67.54,70.84,27.83,0,1130.91,0
42.347,0,0,0,0,0,0,0,0,292.71,249.04,229.57,137.94,42.35,72.27,73.26,27.83,0,1124.97,0
42.357,0,0,0,0,0,0,0,0,283.03,242.99,222.75,142.89,44.44,74.69,78.1,30.69,0,1119.58,0
42.367,0,0,0,0,0,0,0,0,275.99,238.92,218.13,147.84,44.44,79.53,80.41,33.44,0,1118.7,0
42.377,0,0,0,0,0,0,0,0,266.75,232.76,211.09,152.79,46.53,81.84,82.83,33.44,0,1108.03,0
42.387,0,0,0,0,0,0,0,0,257.51,226.71,206.47,157.85,46.53,86.68,87.67,36.19,0,1105.61,0
42.397,0,0,0,0,0,0,0,0,250.58,222.64,204.16,162.8,50.82,89.1,89.98,36.19,0,1106.27,0
42.407,0,0,0,0,0,0,0,0,243.65,218.35,199.43,167.97,50.82,91.41,94.82,39.05,0,1105.5,0
42.417,0,0,0,0,0,0,0,0,239.03,214.17,197.12,173.25,52.91,93.83,97.24,39.05,0,1106.6,0
42.427,0,0,0,0,0,0,0,0,234.41,209.99,194.81,178.53,52.91,96.25,101.97,39.05,0,1107.92,0
42.437,0,0,0,0,0,0,0,0,229.79,205.81,192.39,183.81,55.11,98.67,106.81,41.8,0,1114.19,0
42.447,0,0,0,0,0,0,0,0,225.17,201.63,190.08,189.09,57.53,101.09,109.23,41.8,0,1115.62,0
42.457,0,0,0,0,0,0,0,0,218.13,197.45,185.46,194.37,60.06,103.4,113.96,44.66,0,1117.49,0
42.467,0,0,0,0,0,0,0,0,211.09,191.18,180.73,199.76,62.59,105.82,118.58,44.66,0,1114.41,0
42.477,0,0,0,0,0,0,0,0,204.16,184.91,176.11,207.68,62.59,108.24,123.2,44.66,0,1111.55,0
42.487,0,0,0,0,0,0,0,0,194.81,178.64,169.07,212.96,67.65,110.66,127.93,47.41,0,1109.13,0
42.497,0,0,0,0,0,0,0,0,185.46,172.37,162.14,220.88,70.18,115.5,132.55,47.41,0,1106.49,0
42.507,0,0,0,0,0,0,0,0,176.11,163.79,155.21,228.69,72.71,118.03,139.59,50.16,0,1104.29,0
42.517,0,0,0,0,0,0,0,0,164.45,155.1,148.28,238.37,75.24,120.56,146.52,53.02,0,1101.54,0
42.527,0,0,0,0,0,0,0,0,153.12,146.41,139.15,245.63,80.3,125.62,155.87,55.77,0,1101.87,0
42.537,0,0,0,0,0,0,0,0,141.68,135.52,127.6,257.73,82.83,130.68,167.53,61.49,0,1105.06,0
42.547,0,0,0,0,0,0,0,0,128.04,122.54,116.05,267.41,90.31,138.27,179.63,67.32,0,1109.57,0
42.557,0,0,0,0,0,0,0,0,114.51,111.65,105.05,279.62,92.84,143.22,194.37,70.18,0,1111.44,0
42.567,0,0,0,0,0,0,0,0,100.1,96.8,92.07,292.49,97.9,148.28,209,76.01,0,1112.65,0
42.577,0,0,0,0,0,0,0,0,83.38,84.04,76.78,305.36,102.96,155.87,223.52,84.81,0,1116.72,0
42.587,0,0,0,0,0,0,0,0,66.66,69.19,63.8,318.12,108.02,163.46,240.35,93.5,0,1123.1,0
42.597,0,0,0,0,0,0,0,0,50.27,56.43,51.26,333.63,108.02,171.05,257.18,99.33,0,1127.17,0
42.607,0,0,0,0,0,0,0,0,38.83,45.98,37.95,343.53,113.08,178.09,274.01,108.02,0,1139.49,0
42.617,0,0,0,0,0,0,0,0,32.01,37.62,26.51,353.54,113.08,185.13,290.18,113.52,0,1151.59,0
42.627,0,0,0,0,0,0,0,0,27.39,27.17,18.92,361.02,110.55,192.17,306.24,118.58,0,1162.04,0
42.637,0,0,0,0,0,0,0,0,20.57,20.9,15.18,361.02,108.02,196.9,317.68,121.11,0,1161.38,0
42.647,14.41,0,0,0,0,0,0,0,18.26,16.72,11.33,358.49,102.96,201.63,329.23,126.17,14.41,1164.79,0
42.657,45.54,0,0,0,0,0,0,0,15.95,14.63,7.59,346.06,92.84,203.94,338.25,126.17,45.54,1145.43,0
42.667,236.94,28.16,15.73,0,0,0,0,0,15.95,12.54,7.59,325.82,80.3,206.36,342.76,128.7,280.83,1120.02,0
42.677,363.33,58.52,61.71,0,0,0,0,0,15.95,12.54,5.61,302.72,67.65,206.36,347.27,128.7,483.56,1086.8,0
42.687,365.31,92.29,117.48,0,0,0,0,0,15.95,12.54,5.61,277.09,57.53,203.94,347.27,128.7,575.08,1048.63,0
42.697,377.08,134.42,179.96,0,0,0,0,0,13.64,10.45,5.61,248.05,46.53,203.94,340.56,128.7,691.46,997.48,0
42.707,371.25,169.51,222.42,0,0,0,0,0,13.64,10.45,5.61,215.6,38.06,203.94,329.23,128.7,763.18,945.23,0
42.717,351.56,194.37,245.19,0,0,0,0,0,13.64,10.45,5.61,178.53,29.59,201.63,310.86,131.23,791.12,881.54,0
42.727,324.06,206.8,249.81,18.81,0,0,0,0,11.44,10.45,5.61,142.89,21.12,196.9,287.87,133.76,799.48,810.04,0
42.737,300.74,217.14,247.5,35.53,0,0,0,0,11.44,10.45,5.61,105.49,16.94,187.44,262.02,136.29,800.91,735.68,0
42.747,285.23,223.41,242.99,56.54,0,16.94,0,0,9.13,10.45,3.74,70.4,12.65,165.99,240.35,136.29,825.11,649,0
42.757,271.26,221.32,242.99,62.81,0,35.97,0,0,6.82,8.36,3.74,35.2,12.65,130.68,218.68,133.76,834.35,549.89,0
42.767,265.21,223.41,247.5,67.1,0,48.73,18.04,0,6.82,6.27,3.74,27.72,14.74,79.53,182.16,131.23,869.99,452.21,0
42.777,265.21,229.68,256.63,71.28,0,55.11,38.28,6.71,4.51,4.18,3.74,22.66,14.74,45.32,127.93,121.11,922.9,344.19,0
42.787,267.19,233.86,270.27,73.48,4.29,62.15,56.32,9.02,0,4.18,3.74,17.6,10.56,25.19,66.11,105.16,976.58,232.54,0
42.797,269.17,238.04,283.91,73.48,6.49,64.46,70.4,11.22,0,0,0,12.54,8.47,15.07,38.28,70.18,1017.17,144.54,0
42.807,271.26,240.13,297.66,73.48,8.58,69.19,82.28,13.53,0,0,0,7.48,6.27,10.01,22.11,39.05,1056.11,84.92,0
42.817,271.26,242.22,306.9,73.48,10.78,73.81,91.74,15.73,0,0,0,7.48,4.18,7.48,16.06,16.72,1085.92,51.92,0
42.827,271.26,242.22,313.83,73.48,12.98,76.23,103.51,18.04,0,0,0,4.95,0,4.95,12.1,0,1111.55,22,0
42.837,271.26,242.22,313.83,73.48,15.18,76.23,113.08,22.55,0,0,0,4.95,0,4.95,10.01,0,1127.83,19.91,0
42.847,269.17,240.13,311.52,75.57,17.27,80.85,119.79,24.75,0,0,0,4.95,0,4.95,8.03,0,1139.05,17.93,0
42.857,265.21,238.04,306.9,79.75,17.27,83.27,126.61,29.26,0,0,0,4.95,0,4.95,8.03,0,1146.31,17.93,0
42.867,261.14,233.86,302.28,81.95,19.47,85.58,135.74,33.77,0,0,0,4.95,0,4.95,8.03,0,1153.79,17.93,0
42.877,255.09,229.68,295.46,84.04,21.67,90.31,142.56,36.08,0,0,0,0,0,4.95,6.05,0,1154.89,11,0
42.887,251.02,225.5,290.84,86.13,21.67,92.62,151.58,40.59,0,0,0,0,0,0,6.05,0,1159.95,6.05,0
42.897,244.97,221.32,286.22,88.33,23.87,95.04,160.71,42.79,0,0,0,0,0,0,6.05,0,1163.25,6.05,0
42.907,238.92,212.96,279.29,90.42,25.96,97.35,167.53,47.3,0,0,0,0,0,0,3.96,0,1159.73,3.96,0
42.917,230.89,206.8,270.27,92.51,28.16,99.66,176.77,49.61,0,0,0,0,0,0,3.96,0,1154.67,3.96,0
42.927,222.75,198.55,261.14,94.6,30.36,102.08,186.12,54.12,0,0,0,0,0,0,3.96,0,1149.72,3.96,0
42.937,212.63,188.21,249.81,96.8,32.56,104.39,195.47,56.32,0,0,0,0,0,0,0,0,1136.19,0,0
42.947,204.49,179.85,238.37,100.98,34.65,106.7,204.71,58.63,0,0,0,0,0,0,0,0,1128.38,0,0
42.957,192.39,169.51,227.04,103.07,36.85,109.12,214.06,60.72,0,0,0,0,0,0,0,0,1112.76,0,0
42.967,182.27,160.82,215.38,107.36,36.85,113.85,220.99,62.92,0,0,0,0,0,0,0,0,1100.44,0,0
42.977,172.15,149.82,203.5,113.63,39.05,118.58,227.92,65.12,0,0,0,0,0,0,0,0,1089.77,0,0
42.987,162.03,141.02,191.73,117.81,41.25,121,237.16,69.41,0,0,0,0,0,0,0,0,1081.41,0,0
42.997,154.11,132.22,179.96,123.97,43.34,125.73,243.98,71.61,0,0,0,0,0,0,0,0,1074.92,0,0
43.007,144.21,125.62,172.81,128.15,45.54,130.57,253.22,73.81,0,0,0,0,0,0,0,0,1073.93,0,0
43.017,136.18,116.82,163.68,134.31,45.54,135.41,262.35,78.21,0,0,0,0,0,0,0,0,1072.5,0,0
43.027,126.28,110.22,154.88,140.58,47.74,140.14,271.59,80.3,0,0,0,0,0,0,0,0,1071.73,0,0
43.037,118.36,102.19,146.08,146.74,49.94,144.98,280.72,84.7,0,0,0,0,0,0,0,0,1073.71,0,0
43.047,108.02,96.25,137.28,155.1,52.03,152.13,292.05,89.1,0,0,0,0,0,0,0,0,1081.96,0,0
43.057,97.13,88.33,128.48,163.35,56.43,156.97,301.18,91.19,0,0,0,0,0,0,0,0,1083.06,0,0
43.067,86.24,80.3,119.68,169.62,58.63,164.12,310.2,95.59,0,0,0,0,0,0,0,0,1084.38,0,0
43.077,75.35,72.38,110.77,178.09,58.63,168.96,319.33,99.99,0,0,0,0,0,0,0,0,1083.5,0,0
43.087,64.46,64.46,99.66,184.47,62.92,175.78,330.66,104.28,0,0,0,0,0,0,0,0,1086.69,0,0
43.097,51.7,56.54,90.75,190.85,62.92,180.4,339.68,108.68,0,0,0,0,0,0,0,0,1081.52,0,0
43.107,43.45,48.95,81.84,197.23,65.01,187.22,346.5,110.88,0,0,0,0,0,0,0,0,1081.08,0,0
43.117,37.18,43.34,70.62,205.7,65.01,191.84,353.32,115.28,0,0,0,0,0,0,0,0,1082.29,0,0
43.127,33.11,37.62,61.71,214.17,65.01,198.66,357.83,117.59,0,0,0,0,0,0,0,0,1085.7,0,0
43.137,28.93,33.88,51.15,222.64,65.01,207.9,357.83,122.21,0,0,0,0,0,0,0,0,1089.55,0,0
43.147,26.84,30.14,43.23,230.56,62.92,214.72,360.03,126.83,0,0,0,0,0,0,0,0,1095.27,0,0
43.157,24.75,26.29,37.29,238.15,60.72,221.65,360.03,129.03,0,0,0,0,0,0,0,0,1097.91,0,0
43.167,22.77,22.55,29.48,243.87,58.63,228.47,360.03,133.65,0,0,0,0,0,0,0,0,1099.45,0,0
43.177,20.68,18.81,21.56,247.72,54.23,235.4,362.34,135.96,0,0,0,0,0,0,0,0,1096.7,0,0
43.187,18.59,15.07,17.71,247.72,49.94,242.33,362.34,138.27,0,0,0,0,0,0,0,0,1091.97,0,0
43.197,16.5,13.09,13.75,245.85,43.34,249.26,362.34,140.58,0,0,0,0,0,0,0,0,1084.71,0,0
43.207,14.41,11.22,11.77,240.02,36.85,256.19,362.34,145.09,0,0,0,0,0,0,0,0,1077.89,0,0
43.217,14.41,9.35,9.79,234.3,32.56,263.12,360.03,149.71,0,0,0,0,0,0,0,0,1073.27,0,0
43.227,14.41,7.48,7.81,224.84,25.96,270.05,357.83,154.33,0,0,0,0,0,0,0,0,1062.71,0,0
43.237,14.41,7.48,5.83,212.08,19.47,279.29,353.32,158.84,0,0,0,0,0,0,0,0,1050.72,0,0
43.247,14.41,7.48,5.83,201.41,15.18,288.09,344.19,163.46,0,0,0,0,0,0,0,0,1040.05,0,0
43.257,14.41,7.48,5.83,186.56,10.78,296.89,335.17,168.08,0,0,0,0,0,0,0,0,1025.2,0,0
43.267,14.41,5.61,5.83,169.62,6.49,303.49,323.84,172.7,29.7,0,0,0,0,0,0,0,1001.99,29.7,0
43.277,14.41,5.61,3.85,150.92,0,310.2,310.2,177.43,116.71,0,0,0,0,0,0,0,972.62,116.71,0
43.287,12.32,7.48,5.83,132.33,0,314.6,294.36,182.16,290.29,6.27,0,4.95,0,0,0,0,949.08,301.51,0
43.297,14.41,5.61,3.85,111.65,0,316.8,278.52,184.58,351.89,33.44,20.9,7.48,0,0,0,0,915.42,413.71,0
43.307,12.32,5.61,3.85,88.33,0,314.6,255.53,187,426.14,69.19,59.4,7.48,0,0,0,0,867.24,562.21,0
43.317,12.32,5.61,3.85,67.1,0,308,234.85,189.31,477.84,107.47,105.05,7.48,0,0,0,0,821.04,697.84,0
43.327,12.32,5.61,3.85,41.8,0,292.49,216.37,191.73,501.49,155.1,155.21,10.01,0,0,0,0,764.17,821.81,0
43.337,12.32,5.61,3.85,22.99,0,260.81,197.78,191.73,480.26,195.36,197.12,15.07,0,4.95,0,0,695.09,892.76,0
43.347,10.34,5.61,3.85,16.72,0,207.9,183.81,189.31,449.68,224.62,222.75,27.72,0,0,0,5.5,617.54,930.27,0
43.357,8.25,5.61,3.85,14.63,0,144.98,169.84,182.16,423.83,251.13,240.9,42.79,4.18,0,0,5.5,529.32,968.33,0
43.367,6.16,3.74,0,14.63,4.29,99.66,149.38,170.39,402.6,265.43,247.61,55.44,4.18,0,0,5.5,448.25,980.76,0
43.377,4.07,3.74,0,14.63,6.49,69.19,117.59,154.33,386.32,271.48,254.43,67.98,10.56,4.95,0,5.5,370.04,1001.22,0
43.387,0,0,0,12.54,8.58,46.53,82.28,126.83,379.39,277.64,267.96,77.99,16.94,15.07,6.05,8.36,276.76,1049.4,0
43.397,0,0,0,12.54,8.58,29.59,51.81,93.39,377.08,281.82,281.82,77.99,23.21,20.13,22.11,8.36,195.91,1092.52,0
43.407,0,0,0,8.36,6.49,19.03,36.08,58.63,374.88,283.91,291.39,80.41,27.5,25.19,36.3,13.86,128.59,1133.44,0
43.417,0,0,0,6.27,4.29,12.65,24.75,24.75,374.88,286,298.54,80.41,31.79,30.14,44.33,16.72,72.71,1162.81,0
43.427,0,0,0,4.18,4.29,8.47,18.04,0,370.26,286,300.96,80.41,33.88,32.67,50.38,16.72,34.98,1171.28,0
43.437,0,0,0,4.18,0,6.27,13.53,0,367.95,283.91,300.96,80.41,33.88,37.73,56.54,16.72,23.98,1178.1,0
43.447,0,0,0,0,0,6.27,11.22,0,363.33,281.82,300.96,82.94,35.97,40.26,61.27,19.47,17.49,1186.02,0
43.457,0,0,0,0,0,4.18,11.22,0,356.51,277.64,298.54,82.94,38.06,40.26,66.11,19.47,15.4,1179.53,0
43.467,0,0,0,0,0,4.18,9.02,0,351.89,273.57,296.12,82.94,40.26,45.32,70.84,22.33,13.2,1183.27,0
43.477,0,0,0,0,0,0,6.71,0,345.07,271.48,288.97,85.47,42.35,45.32,73.26,22.33,6.71,1174.25,0
43.487,0,0,0,0,0,0,6.71,0,335.83,265.43,281.82,88,42.35,50.38,75.68,22.33,6.71,1161.82,0
43.497,0,0,0,0,0,0,4.51,0,326.37,261.36,272.47,92.95,44.44,52.91,80.41,25.08,4.51,1155.99,0
43.507,0,0,0,0,0,0,4.51,0,316.69,255.2,267.96,95.48,46.53,55.44,85.25,25.08,4.51,1147.63,0
43.517,0,0,0,0,0,0,4.51,0,309.54,251.13,263.45,98.01,48.73,57.97,89.98,25.08,4.51,1143.89,0
43.527,0,0,0,0,0,0,0,0,302.28,244.97,261.25,100.54,50.82,60.28,94.82,27.83,0,1142.79,0
43.537,0,0,0,0,0,0,0,0,295.13,240.9,258.94,102.96,52.91,62.7,99.66,30.69,0,1143.89,0
43.547,0,0,0,0,0,0,0,0,287.87,236.83,256.63,105.49,52.91,65.12,104.39,30.69,0,1139.93,0
43.557,0,0,0,0,0,0,0,0,280.72,230.78,252.12,108.02,55.11,67.54,106.81,33.44,0,1134.54,0
43.567,0,0,0,0,0,0,0,0,271.37,226.71,247.61,113.08,57.53,69.85,111.65,33.44,0,1131.24,0
43.5769,0,0,0,0,0,0,0,0,264.44,222.64,240.9,115.5,60.06,74.69,116.27,33.44,0,1127.94,0
43.5869,0,0,0,0,0,0,0,0,255.2,216.26,236.28,120.45,62.59,77.11,118.58,36.19,0,1122.66,0
43.5969,0,0,0,0,0,0,0,0,248.27,212.08,229.57,122.98,62.59,79.53,123.2,39.05,0,1117.27,0
43.6069,0,0,0,0,0,0,0,0,241.34,205.81,225.06,127.93,65.12,81.84,127.93,39.05,0,1114.08,0
43.6169,0,0,0,0,0,0,0,0,234.41,201.63,220.55,132.88,67.65,84.26,130.24,39.05,0,1110.67,0
43.6269,0,0,0,0,0,0,0,0,227.48,197.45,215.82,137.94,70.18,86.68,134.86,39.05,0,1109.46,0
43.6369,0,0,0,0,0,0,0,0,222.86,193.27,211.09,142.89,70.18,89.1,139.59,41.8,0,1110.78,0
43.6469,0,0,0,0,0,0,0,0,213.51,189.09,206.47,150.37,72.71,93.83,144.21,41.8,0,1111.99,0
43.6569,0,0,0,0,0,0,0,0,206.47,182.82,199.43,155.32,75.24,98.67,151.14,44.66,0,1113.75,0
43.6669,0,0,0,0,0,0,0,0,197.12,176.55,192.39,162.8,80.3,101.09,155.87,47.41,0,1113.53,0
43.6769,0,0,0,0,0,0,0,0,187.77,168.19,183.04,173.25,82.83,105.82,162.8,50.16,0,1113.86,0
43.6869,0,0,0,0,0,0,0,0,176.11,161.59,173.69,181.17,85.25,108.24,169.95,53.02,0,1109.02,0
43.6969,0,0,0,0,0,0,0,0,164.45,152.9,164.45,191.73,90.31,113.08,177.21,58.63,0,1112.76,0
43.7069,0,0,0,0,0,0,0,0,153.12,142.01,152.9,202.4,92.84,118.03,187,61.49,0,1109.79,0
43.7169,0,0,0,0,0,0,0,0,139.48,131.23,139.15,215.6,97.9,125.62,199.21,67.32,0,1115.51,0
43.7269,0,0,0,0,0,0,0,0,125.84,118.14,125.29,228.69,102.96,130.68,211.42,76.01,0,1119.03,0
43.7369,0,0,0,0,0,0,0,0,112.09,105.27,111.65,240.79,105.49,138.27,221.21,81.84,0,1116.61,0
43.7469,0,0,0,0,0,0,0,0,97.79,94.71,98.56,255.31,110.55,143.22,233.2,87.67,0,1121.01,0
43.7569,0,0,0,0,0,0,0,0,83.38,79.86,83.38,267.41,113.08,150.81,245.19,93.5,0,1116.61,0
43.7669,0,0,0,0,0,0,0,0,66.66,67.1,68.09,279.62,115.61,158.4,257.18,99.33,0,1111.99,0
